* Block Type = 96well
* Chemistry = SYBR_GREEN
* Experiment File Name = D:\Documents and Settings\Talaat\Desktop\Zamanian\Nic\20191023.eds
* Experiment Run End Time = 2019-10-23 13:53:42 PM CDT
* Instrument Type = steponeplus
* Passive Reference = ROX

[Amplification Data]
Well	Cycle	Target Name	Rn	ΔRn
G9	4	OCR-1/2a	0.0973	-0.0021
G9	5	OCR-1/2a	0.0991	-0.0014
G9	6	OCR-1/2a	0.1014	-0.0002
G9	7	OCR-1/2a	0.1022	-0.0006
G9	8	OCR-1/2a	0.1042	0.0003
G9	9	OCR-1/2a	0.1054	0.0004
G9	10	OCR-1/2a	0.1067	0.0005
G9	11	OCR-1/2a	0.1078	0.0004
G9	12	OCR-1/2a	0.1091	0.0006
G9	13	OCR-1/2a	0.1106	0.001
G9	14	OCR-1/2a	0.1112	0.0005
G9	15	OCR-1/2a	0.1125	0.0006
G9	16	OCR-1/2a	0.1134	0.0003
G9	17	OCR-1/2a	0.1149	0.0007
G9	18	OCR-1/2a	0.1165	0.0012
G9	19	OCR-1/2a	0.1176	0.0012
G9	20	OCR-1/2a	0.1181	0.0005
G9	21	OCR-1/2a	0.1202	0.0014
G9	22	OCR-1/2a	0.1206	0.0007
G9	23	OCR-1/2a	0.1214	0.0003
G9	24	OCR-1/2a	0.1232	0.001
G9	25	OCR-1/2a	0.1238	0.0004
G9	26	OCR-1/2a	0.1251	0.0006
G9	27	OCR-1/2a	0.1259	0.0003
G9	28	OCR-1/2a	0.1277	0.0009
G9	29	OCR-1/2a	0.1281	0.0002
G9	30	OCR-1/2a	0.1293	0.0003
G9	31	OCR-1/2a	0.1299	-0.0003
G9	32	OCR-1/2a	0.1313	-0
G9	33	OCR-1/2a	0.1319	-0.0005
G9	34	OCR-1/2a	0.1331	-0.0005
G9	35	OCR-1/2a	0.1344	-0.0004
G9	36	OCR-1/2a	0.1355	-0.0004
G9	37	OCR-1/2a	0.1361	-0.0009
G9	38	OCR-1/2a	0.1369	-0.0013
G9	39	OCR-1/2a	0.1372	-0.0021
G9	40	OCR-1/2a	0.1381	-0.0024
G10	1	Y45F10D.4	0.0876	-0.0108
G10	2	Y45F10D.4	0.0938	-0.0058
G10	3	Y45F10D.4	0.0967	-0.0042
G10	4	Y45F10D.4	0.0997	-0.0024
G10	5	Y45F10D.4	0.1015	-0.0018
G10	6	Y45F10D.4	0.1036	-0.0008
G10	7	Y45F10D.4	0.105	-0.0007
G10	8	Y45F10D.4	0.1066	-0.0002
G10	9	Y45F10D.4	0.1082	0.0001
G10	10	Y45F10D.4	0.1099	0.0006
G10	11	Y45F10D.4	0.1113	0.0009
G10	12	Y45F10D.4	0.1125	0.0008
G10	13	Y45F10D.4	0.1139	0.001
G10	14	Y45F10D.4	0.1152	0.0012
G10	15	Y45F10D.4	0.1163	0.0011
G10	16	Y45F10D.4	0.1177	0.0013
G10	17	Y45F10D.4	0.1192	0.0016
G10	18	Y45F10D.4	0.1203	0.0015
G10	19	Y45F10D.4	0.121	0.001
G10	20	Y45F10D.4	0.1221	0.0009
G10	21	Y45F10D.4	0.1233	0.0009
G10	22	Y45F10D.4	0.1245	0.0009
G10	23	Y45F10D.4	0.1255	0.0007
G10	24	Y45F10D.4	0.1264	0.0003
G10	25	Y45F10D.4	0.1281	0.0009
G10	26	Y45F10D.4	0.1292	0.0007
G10	27	Y45F10D.4	0.1297	0.0001
G10	28	Y45F10D.4	0.1315	0.0006
G10	29	Y45F10D.4	0.1322	0.0002
G10	30	Y45F10D.4	0.1334	0.0002
G10	31	Y45F10D.4	0.1345	0
G10	32	Y45F10D.4	0.1356	-0
G10	33	Y45F10D.4	0.1364	-0.0004
G10	34	Y45F10D.4	0.1376	-0.0005
G10	35	Y45F10D.4	0.1389	-0.0003
G10	36	Y45F10D.4	0.1395	-0.0009
G10	37	Y45F10D.4	0.1403	-0.0014
G10	38	Y45F10D.4	0.1408	-0.002
G10	39	Y45F10D.4	0.1422	-0.0018
G10	40	Y45F10D.4	0.1431	-0.0021
G11	1			
G11	2			
G11	3			
G11	4			
G11	5			
G11	6			
G11	7			
G11	8			
G11	9			
G11	10			
G11	11			
G11	12			
G11	13			
G11	14			
G11	15			
G11	16			
G11	17			
G11	18			
G11	19			
G11	20			
G11	21			
G11	22			
G11	23			
G11	24			
G11	25			
G11	26			
G11	27			
G11	28			
G11	29			
G11	30			
G11	31			
G11	32			
G11	33			
G11	34			
G11	35			
G11	36			
G11	37			
G11	38			
G11	39			
G11	40			
G12	1			
G12	2			
G12	3			
G12	4			
G12	5			
G12	6			
G12	7			
G12	8			
G12	9			
G12	10			
G12	11			
G12	12			
G12	13			
G12	14			
G12	15			
G12	16			
G12	17			
G12	18			
G12	19			
G12	20			
G12	21			
G12	22			
G12	23			
G12	24			
G12	25			
G12	26			
G12	27			
G12	28			
G12	29			
G12	30			
G12	31			
G12	32			
G12	33			
G12	34			
G12	35			
G12	36			
G12	37			
G12	38			
G12	39			
G12	40			
H1	1			
H1	2			
H1	3			
H1	4			
H1	5			
H1	6			
H1	7			
H1	8			
H1	9			
H1	10			
H1	11			
H1	12			
H1	13			
H1	14			
H1	15			
H1	16			
H1	17			
H1	18			
H1	19			
H1	20			
H1	21			
H1	22			
H1	23			
H1	24			
H1	25			
H1	26			
H1	27			
H1	28			
H1	29			
H1	30			
H1	31			
H1	32			
H1	33			
H1	34			
H1	35			
H1	36			
H1	37			
H1	38			
H1	39			
H1	40			
H2	1			
H2	2			
H2	3			
H2	4			
H2	5			
H2	6			
H2	7			
H2	8			
H2	9			
H2	10			
H2	11			
H2	12			
H2	13			
H2	14			
H2	15			
H2	16			
H2	17			
H2	18			
H2	19			
H2	20			
H2	21			
H2	22			
H2	23			
H2	24			
H2	25			
H2	26			
H2	27			
H2	28			
H2	29			
H2	30			
H2	31			
H2	32			
H2	33			
H2	34			
H2	35			
H2	36			
H2	37			
H2	38			
H2	39			
H2	40			
H3	1			
H3	2			
H3	3			
H3	4			
H3	5			
H3	6			
H3	7			
H3	8			
H3	9			
H3	10			
H3	11			
H3	12			
H3	13			
H3	14			
H3	15			
H3	16			
H3	17			
H3	18			
H3	19			
H3	20			
H3	21			
H3	22			
H3	23			
H3	24			
H3	25			
H3	26			
H3	27			
H3	28			
H3	29			
H3	30			
H3	31			
H3	32			
H3	33			
H3	34			
H3	35			
H3	36			
H3	37			
H3	38			
H3	39			
H3	40			
H4	1			
H4	2			
H4	3			
H4	4			
H4	5			
H4	6			
H4	7			
H4	8			
H4	9			
H4	10			
H4	11			
H4	12			
H4	13			
H4	14			
H4	15			
H4	16			
H4	17			
H4	18			
H4	19			
H4	20			
H4	21			
H4	22			
H4	23			
H4	24			
H4	25			
H4	26			
H4	27			
H4	28			
H4	29			
H4	30			
H4	31			
H4	32			
H4	33			
H4	34			
H4	35			
H4	36			
H4	37			
H4	38			
H4	39			
H4	40			
H5	1			
H5	2			
H5	3			
H5	4			
H5	5			
H5	6			
H5	7			
H5	8			
H5	9			
H5	10			
H5	11			
H5	12			
H5	13			
H5	14			
H5	15			
H5	16			
H5	17			
H5	18			
H5	19			
H5	20			
H5	21			
H5	22			
H5	23			
H5	24			
H5	25			
H5	26			
H5	27			
H5	28			
H5	29			
H5	30			
H5	31			
H5	32			
H5	33			
H5	34			
H5	35			
H5	36			
H5	37			
H5	38			
H5	39			
H5	40			
H6	1			
H6	2			
H6	3			
H6	4			
H6	5			
H6	6			
H6	7			
H6	8			
H6	9			
H6	10			
H6	11			
H6	12			
H6	13			
H6	14			
H6	15			
H6	16			
H6	17			
H6	18			
H6	19			
H6	20			
H6	21			
H6	22			
H6	23			
H6	24			
H6	25			
H6	26			
H6	27			
H6	28			
H6	29			
H6	30			
H6	31			
H6	32			
H6	33			
H6	34			
H6	35			
H6	36			
H6	37			
H6	38			
H6	39			
H6	40			
H7	1			
H7	2			
H7	3			
H7	4			
H7	5			
H7	6			
H7	7			
H7	8			
H7	9			
H7	10			
H7	11			
H7	12			
H7	13			
H7	14			
H7	15			
H7	16			
H7	17			
H7	18			
H7	19			
H7	20			
H7	21			
H7	22			
H7	23			
H7	24			
H7	25			
H7	26			
H7	27			
H7	28			
H7	29			
H7	30			
H7	31			
H7	32			
H7	33			
H7	34			
H7	35			
H7	36			
H7	37			
H7	38			
H7	39			
H7	40			
H8	1			
H8	2			
H8	3			
H8	4			
H8	5			
H8	6			
H8	7			
H8	8			
H8	9			
H8	10			
H8	11			
H8	12			
H8	13			
H8	14			
H8	15			
H8	16			
H8	17			
H8	18			
H8	19			
H8	20			
H8	21			
H8	22			
H8	23			
H8	24			
H8	25			
H8	26			
H8	27			
H8	28			
H8	29			
H8	30			
H8	31			
H8	32			
H8	33			
H8	34			
H8	35			
H8	36			
H8	37			
H8	38			
H8	39			
H8	40			
H9	1			
H9	2			
H9	3			
H9	4			
H9	5			
H9	6			
H9	7			
H9	8			
H9	9			
H9	10			
H9	11			
H9	12			
H9	13			
H9	14			
H9	15			
H9	16			
H9	17			
H9	18			
H9	19			
H9	20			
H9	21			
H9	22			
H9	23			
H9	24			
H9	25			
H9	26			
H9	27			
H9	28			
H9	29			
H9	30			
H9	31			
H9	32			
H9	33			
H9	34			
H9	35			
H9	36			
H9	37			
H9	38			
H9	39			
H9	40			
H10	1			
H10	2			
H10	3			
H10	4			
H10	5			
H10	6			
H10	7			
H10	8			
H10	9			
H10	10			
H10	11			
H10	12			
H10	13			
H10	14			
H10	15			
H10	16			
H10	17			
H10	18			
H10	19			
H10	20			
H10	21			
H10	22			
H10	23			
H10	24			
H10	25			
H10	26			
H10	27			
H10	28			
H10	29			
H10	30			
H10	31			
H10	32			
H10	33			
H10	34			
H10	35			
H10	36			
H10	37			
H10	38			
H10	39			
H10	40			
H11	1			
H11	2			
H11	3			
H11	4			
H11	5			
H11	6			
H11	7			
H11	8			
H11	9			
H11	10			
H11	11			
H11	12			
H11	13			
H11	14			
H11	15			
H11	16			
H11	17			
H11	18			
H11	19			
H11	20			
H11	21			
H11	22			
H11	23			
H11	24			
H11	25			
H11	26			
H11	27			
H11	28			
H11	29			
H11	30			
H11	31			
H11	32			
H11	33			
H11	34			
H11	35			
H11	36			
H11	37			
H11	38			
H11	39			
H11	40			
H12	1			
H12	2			
H12	3			
H12	4			
H12	5			
H12	6			
H12	7			
H12	8			
H12	9			
H12	10			
H12	11			
H12	12			
H12	13			
H12	14			
H12	15			
H12	16			
H12	17			
H12	18			
H12	19			
H12	20			
H12	21			
H12	22			
H12	23			
H12	24			
H12	25			
H12	26			
H12	27			
H12	28			
H12	29			
H12	30			
H12	31			
H12	32			
H12	33			
H12	34			
H12	35			
H12	36			
H12	37			
H12	38			
H12	39			
H12	40			
